ID,cuis
ROCO_12542,C0018787;C4255126;C0002978;C3891555
ROCO_12543,C0015726;C1261259;C4255126;C0772294;C0002978;C0423899;C1548816;C0018787;C3891555;C0221198
ROCO_12544,C0228505;C0040395;C0034579;C0817096;C0040405
ROCO_12545,C0015726;C0040395;C0034579;C0423899;C1261259;C0040405
ROCO_12547,C1507248;C0817096;C0009924;C0441633
ROCO_12549,C0015726;C0027530;C3244072;C0042449;C1261259;C0423899;C1837463;C0005847;C0376152;C1546708
ROCO_12550,C1306645;C1962945;C1548003;C0043299;C0015811
ROCO_12551,C2242558;C1551379;C0374082;C0700185;C0333581
ROCO_12552,C0240795;C0556030;C0231519
ROCO_12555,C0015726;C0028778;C0042449;C1261259;C0423899;C0005847;C1696103
ROCO_12556,C0015726;C1261259;C0423899;C0006104
ROCO_12558,C0015726;C0013516;C1261259;C0423899;C0183129;C0018792
ROCO_12559,C0018827
ROCO_12561,C0041618
ROCO_12564,C0015726;C0027530;C1261259;C1696103;C0013604;C0423899;C0015811;C0231881
ROCO_12566,C0015726;C1261259;C0423899;C0771936;C0015811;C1546708;C1837463;C0003842
ROCO_12567,C0015726;C0027651;C1261259;C0423899;C0817096
ROCO_12568,C0817096;C1962945;C0024109;C1548003;C0043299;C2707265;C1696103;C1306645
ROCO_12569,C1837463;C0035139;C0935598;C0376152;C1546708;C0771936
ROCO_12571,C0772294
ROCO_12572,C0751437;C0002978;C0018787
ROCO_12573,C3244072;C1507248;C0376152;C0027651;C0771936;C1837463;C1550227;C0009924;C1546708
ROCO_12574,C0028778;C4255126;C0002978;C1548816;C3891555
ROCO_12576,C0607422;C1507248;C0000726;C0009924;C0441633
ROCO_12577,C0040395;C0221198;C0034579;C0030797;C1696103;C0772294;C0040405
ROCO_12578,C0687028;C1550227
ROCO_12579,C0015726;C0024947;C1261259;C0423899;C0004454
ROCO_12582,C0042449;C1837463;C0817096;C0376152;C1546708
ROCO_12583,C0015726;C0751437;C0423899;C1261259;C1837463;C0376152;C0018827;C1546708;C0771936
ROCO_12584,C0015726;C1261259;C0423899
ROCO_12585,C1963113
ROCO_12587,C0006104
ROCO_12588,C0700124;C1322279
ROCO_12593,C0002978;C0030797;C1837463;C0376152;C1546708
ROCO_12597,C1306645;C1548003;C1962945;C0043299
ROCO_12598,C0027651;C0022646
ROCO_12600,C0376495;C0087111
ROCO_12602,C0700124;C1322279;C0021853;C0607422
ROCO_12603,C0015726;C1261259;C0423899;C0030797;C1837463;C0376152;C1546708
ROCO_12604,C0043299;C1306645
ROCO_12605,C0227665;C0022646;C1507248;C0030274;C0009924
ROCO_12607,C3244072;C1696103;C0027651;C1837463;C0376152;C0441633;C1546708
ROCO_12609,C1306645;C1962945;C1548003;C1837463;C0043299;C0376152;C1546708
ROCO_12611,C0607422;C0441633
ROCO_12612,C0024947
ROCO_12613,C0751437;C0002978;C0772294;C0018787;C0221198
ROCO_12614,C1696103;C0412555;C0021853
ROCO_12617,C0015726;C0013516;C0221874;C2355627;C0423899;C0183129;C0771936;C0376152;C1837463;C0018827;C1546708;C1261259
ROCO_12618,C0015726;C0042449;C1261259;C0423899
ROCO_12619,C1962945;C1306645;C0043299
ROCO_12622,C0015726;C1261259;C1709311;C0013604;C0423899;C0006104
ROCO_12623,C0040395;C0034579;C0024109;C0040405
ROCO_12624,C0772294;C0221198
ROCO_12625,C1306645;C0027530;C1962945;C1548003
ROCO_12626,C1696103;C0751438;C0376152;C1546708;C1837463
ROCO_12627,C1322279;C0700124;C0030797;C0022646
ROCO_12628,C1837463;C1546708;C0771936;C1696103;C1553386;C0751438;C0376152;C0003842
ROCO_12629,C2242558;C1551379;C0374082;C0700185;C0333581
ROCO_12630,C0772294;C0221198;C0015811
ROCO_12632,C0013687;C1546613;C0040395;C0034579;C0025066;C0817096;C0024109;C0796494;C0441633;C0040405
ROCO_12633,C0015726;C0796494;C1261259;C0423899
ROCO_12635,C0034579;C4300092;C0607422;C0040395;C0040405
ROCO_12636,C1696103;C0027651
ROCO_12638,C0015726;C1261259;C0423899;C1837463;C0376152;C0018792;C1546708
ROCO_12640,C0015726;C0423899;C1261259;C0015811
ROCO_12641,C0023884
ROCO_12642,C2707265
ROCO_12644,C4255126;C0002978;C1548816;C3891555
ROCO_12645,C0751437;C1507248;C0771936;C1837463;C0018787;C0376152;C0009924;C1546708;C0003842
ROCO_12646,C0231881;C1837463;C0935598;C1546708;C0771936;C1696103;C1553386;C0376152
ROCO_12647,C0002978
ROCO_12649,C1548003;C0043299;C1306645;C0817096
ROCO_12650,C0040395;C0024947;C0034579;C0004454;C0205400;C0441633;C0040405
ROCO_12652,C0043299;C1306645;C1548003
ROCO_12653,C0035139;C0002978
ROCO_12654,C0040395;C0205400;C0817096
ROCO_12656,C0015726;C0040395;C0011334;C1261259;C0423899;C0817096;C0024109;C0796494
ROCO_12658,C0028778;C1837463;C0003842;C1546708;C0022646;C0771936
ROCO_12659,C0015726;C1261259;C0423899;C0227665;C0607422;C0441633
ROCO_12660,C0015726;C1261259;C0423899;C1837463;C0817096;C0376152;C0024109;C1546708
ROCO_12661,C4300092;C0040395;C0221198;C0034579;C0772294;C0376152;C0000726;C0441633;C1837463;C0040405;C1546708
ROCO_12662,C0006104
ROCO_12663,C0011334;C0030797;C0041618;C0000726
ROCO_12664,C0040395;C0027651;C0034579;C0018787;C0079595;C0817096;C0040405
ROCO_12666,C1696103;C0935598;C1561543;C0006104
ROCO_12667,C0040395;C0034579;C1561543;C0030797;C1561542;C0040405;C4300092
ROCO_12668,C0015726;C1962945;C1261259;C0423899;C0043299;C1306645;C0817096;C0024109
ROCO_12669,C0015726;C0772294;C1261259;C0423899
ROCO_12670,C0772294;C0079595
ROCO_12671,C0015726;C1261259;C0423899;C1837463;C0018787;C2355627;C0376152;C0018827;C1546708
ROCO_12672,C1552858;C0024109;C0015252;C0007876;C0817096;C0728940
ROCO_12674,C0015726;C1261259;C0423899;C0817096
ROCO_12675,C0221874;C1696103;C1837463;C0376152;C0441633;C1546708
ROCO_12676,C1322279;C1709311;C1552858;C0700124;C0015252;C0007876;C0607422;C0728940
ROCO_12677,C1306645;C1962945;C1548003;C1561542;C0043299
ROCO_12678,C0751438;C0023884
ROCO_12679,C3244072;C0002978;C0376495;C1507248;C0087111;C0009924;C0003842
ROCO_12680,C0412555;C0041618;C1546708;C1837463;C0771936
ROCO_12681,C1837463;C0376152;C1546708
ROCO_12682,C1552858;C1553386;C1709311;C0015252;C1837463;C0007876;C0376152;C1546708;C0728940;C0771936
ROCO_12683,C0015726;C1261259;C0423899
ROCO_12684,C1507248;C0009924;C0003842
ROCO_12686,C0015726;C0043299;C1962945;C1548003;C1261259;C0423899;C0025066;C1306645;C0817096
ROCO_12687,C1696103
ROCO_12688,C0015726;C0013516;C1696103;C1261259;C0423899;C0183129;C0018787
ROCO_12690,C0013687;C1696103;C1546613;C1837463;C0376152;C2985765;C1546708;C0771936
ROCO_12691,C0231881
ROCO_12692,C1696103
ROCO_12694,C0772294;C0041618
ROCO_12695,C1306645;C1962945;C1548003;C0043299
ROCO_12696,C0013604;C0006104
ROCO_12698,C0227665;C0022646
ROCO_12699,C1696103
ROCO_12701,C2242558;C0003483;C1551379;C0374082;C0000726;C0700185;C0333581
ROCO_12702,C0015726;C1261259;C0700124;C0423899;C0030797;C1837463;C1322279;C1546708;C0771936
ROCO_12703,C0027651;C0022646
ROCO_12704,C0024947;C0035139;C0015811;C0004454;C0003842
ROCO_12705,C0015726;C1261259;C0423899;C1561543;C0772294
ROCO_12706,C2707265;C0376495;C0087111;C0817096;C0024109
ROCO_12707,C1306645;C1962945;C1548003;C1561542;C0043299
ROCO_12708,C0015726;C2355627;C1696103;C1261259;C0423899;C0412555;C0041618;C0817096;C0018792;C0150312;C0018827
ROCO_12709,C1696103;C0006104;C0003842
ROCO_12711,C1507248;C1696103;C0009924
ROCO_12712,C0228505;C0772294;C0041618;C0023884;C0221198
ROCO_12714,C1696103;C0935598;C0006104
ROCO_12715,C0817096;C0150312;C0035139;C0024109;C1507248;C0009924;C2707265;C0003483
ROCO_12716,C1548003;C1962945;C0043299;C1306645;C0817096
ROCO_12719,C2242558;C0027651;C0374082;C0038351;C1551379;C0700185;C0333581
ROCO_12721,C2242558;C0003483;C1551379;C0025066;C0374082;C0376152;C0700185;C0333581;C1837463;C1546708
ROCO_12722,C1306645;C1962945;C1548003;C0772294;C0376495;C0043299
ROCO_12723,C1552858;C1561543;C0027651;C0015252;C1837463;C0376152;C1546708;C0728940
ROCO_12727,C0028778;C0003483;C0772294;C0150312;C0221198
ROCO_12728,C1696103;C0041618
ROCO_12730,C0028778;C0441633;C0700124;C1322279;C0021853;C0150312
ROCO_12732,C2242558;C0040395;C1696103;C0040405;C0034579;C1551379;C0374082;C0700185;C0333581
ROCO_12734,C1322279;C0700124;C1837463;C0376152;C1546708;C0771936
ROCO_12735,C1322279;C0700124
ROCO_12737,C1696103;C0027651;C0079595;C2985765;C0231881
ROCO_12739,C0700124;C0040395;C0034579;C0205400;C1322279;C0040405;C4300092
ROCO_12740,C0000726
ROCO_12742,C3891555;C4255126;C0002978;C1548816
ROCO_12745,C0796494;C0228505;C0817096
ROCO_12753,C0015726;C0221874;C1696103;C1261259;C0423899
ROCO_12754,C0015726;C0221874;C1507248;C1261259;C0423899;C1837463;C0376152;C2985765;C0009924;C1546708;C0771936
ROCO_12755,C1963113;C0016658
ROCO_12757,C0040395;C0034579;C0771936;C1837463;C1696103;C1546708;C0040405;C4300092
ROCO_12758,C0772294;C0040405;C1546708;C4300092;C0040395;C1837463;C0221198;C1507248;C0034579;C0038351;C0441633;C0771936;C0042449;C0027651;C0376152;C2985765;C0009924;C0003842
ROCO_12760,C0772294;C0231881;C0221198
ROCO_12762,C0040395;C0034579;C1561543;C0023884;C0040405;C4300092
ROCO_12763,C1322279;C0687028;C0030274;C0700124;C0607422;C1550227
ROCO_12765,C0751437;C0013604;C0751438;C0796494;C0150312
ROCO_12769,C0027530;C1552858;C0935598;C0549207;C0015252;C0007876;C0079595;C0376152;C1837463;C0231881;C0728940;C0771936;C1546708
ROCO_12772,C0027651;C0700124;C0005847
ROCO_12773,C1306645;C1696103;C1962945;C1561542;C0376495;C0043299;C0087111
ROCO_12776,C0030274;C1696103
ROCO_12780,C0002978
ROCO_12783,C0040395;C0221198;C0034579;C0772294;C0040405
ROCO_12784,C0034579
ROCO_12785,C0013687;C1306645;C1962945;C1548003;C1546613;C0043299;C0817096
ROCO_12786,C1696103;C0005847;C0023884;C0024109;C0231881
ROCO_12787,C0015726;C0002978;C4255126;C0423899;C1548816;C3891555;C1261259
ROCO_12788,C0687028;C0772294;C1837463;C0041618;C1696103;C0376152;C1550227;C1546708;C0221198
ROCO_12789,C0003483;C0772294;C0771936;C0817096;C0376152;C0441633;C1837463;C0221198;C1546708
ROCO_12790,C0240795;C0556030;C0771936;C1837463;C0231519;C1507248;C0376152;C0009924;C1546708
ROCO_12792,C0079595
ROCO_12793,C0015726;C2707265;C1261259;C0423899;C0771936;C0376152;C0024109;C0796494;C1546708;C1837463;C0003842
ROCO_12795,C0935598
ROCO_12797,C1962945;C1548003;C0043299;C1306645;C0015811
ROCO_12798,C0441633
ROCO_12801,C1546708;C0376152;C0771936
ROCO_12803,C0015726;C1261259;C0423899;C0227665
ROCO_12804,C1322279;C0700124
ROCO_12807,C0015726;C0013516;C1261259;C0423899;C0183129;C2355627;C0018827
ROCO_12808,C1561542;C0751438;C0035139;C0262950
ROCO_12809,C1306645;C0027530;C0751438;C0043299;C0935598;C1548003
ROCO_12811,C0015726;C0221874;C1261259;C1837463;C0423899;C1546708;C0771936;C1696103;C0205400;C0376152
ROCO_12812,C0205400
ROCO_12813,C0079595
ROCO_12814,C0751437;C0013516;C0183129
ROCO_12816,C1696103;C0772294;C0231881
ROCO_12817,C0030274;C0079595;C0000726;C0231881
ROCO_12818,C0015726;C0028778;C0024947;C1696103;C1261259;C0423899;C0004454
ROCO_12819,C0038351
ROCO_12820,C0015726;C1837463;C0028778;C3244072;C0423899;C0015811;C1546708;C0771936;C1261259;C0376152;C0000726
ROCO_12822,C0015726;C1261259;C1696103;C0687028;C0700124;C0423899;C1322279;C1550227
ROCO_12823,C1546708;C0376152;C0771936
ROCO_12827,C0412555;C0041618
ROCO_12828,C1507248;C1837463;C0376152;C0009924;C1546708;C0262950;C0771936
ROCO_12829,C0027530;C0015811
ROCO_12830,C0027651;C0751438;C0376152;C1837463;C1546708
ROCO_12831,C1306645;C1963113;C1962945;C0016658;C0043299
ROCO_12832,C1306645;C1962945;C1548003;C1561542;C0043299
ROCO_12833,C0025066;C0027651;C0751438;C0441633
ROCO_12835,C0015726;C0028778;C0002978;C0423899;C1261259
ROCO_12836,C0772294;C1696103;C0221198
ROCO_12837,C0040395;C0034579;C0817096;C0040405
ROCO_12838,C0015726;C0024947;C1261259;C0423899;C0004454
ROCO_12839,C0027651;C1837463;C0376152;C1546708;C0771936
ROCO_12840,C0042449
ROCO_12841,C1837463;C0021853;C0376152;C0018792;C0024109;C1546708
ROCO_12842,C0015726;C1963113;C1261259;C0016658;C0423899;C1696103;C0376152;C1546708;C1837463;C0771936
ROCO_12843,C1696103;C1507248;C0027651;C2985765;C1561542;C0087111;C0009924;C0441633
ROCO_12844,C1696103;C1837463;C0376152;C2985765;C0441633;C1546708;C0771936
ROCO_12845,C1546708;C0376152;C0771936
ROCO_12848,C0015726;C0040395;C0221198;C0034579;C0423899;C0817096;C0772294;C1261259;C0040405
ROCO_12849,C0013516;C0183129;C0018792
ROCO_12850,C1507248;C0034579;C0025066;C0009924;C0441633;C0040405;C4300092
ROCO_12851,C0015726;C0024947;C1261259;C0423899;C0004454;C0441633
ROCO_12852,C0150312;C0441633
ROCO_12854,C0221874;C0042449;C3244072
ROCO_12856,C0015726;C0441633;C1837463;C0423899;C1546708;C0771936;C0751437;C1261259;C0751438;C0376152
ROCO_12857,C0024947;C0772294;C0004454
ROCO_12860,C1306645;C1962945;C1548003;C0043299
ROCO_12861,C4300092;C0040395;C0034579;C0040405
ROCO_12862,C0040395;C1696103;C0034579;C1837463;C0376152;C1546708;C0040405;C4300092
ROCO_12866,C1306645;C1963113;C1709311;C1548003;C0016658;C0043299
ROCO_12867,C0772294;C0221198
ROCO_12868,C0015726;C1261259;C0772294;C0423899;C0000726;C0221198
ROCO_12869,C0041618
ROCO_12870,C0002978
ROCO_12871,C0015726;C1261259;C0040395;C0034579;C0423899;C0441633;C0040405
ROCO_12872,C0015726;C1261259;C0423899;C1837463;C0376152;C1546708
ROCO_12873,C1306645;C0035139
ROCO_12874,C0751437;C0028778;C0002978;C0771936;C1837463;C0006104;C3244072;C0376152;C1546708
ROCO_12875,C0015726;C1261259;C0423899;C1837463;C0018787;C2355627;C0376152;C0018792;C0018827;C1546708
ROCO_12879,C0221874
ROCO_12880,C2707265;C0013604;C0817096
ROCO_12885,C0015726;C2707265;C1261259;C0003483;C0423899;C0024109
ROCO_12886,C0015726;C0221874;C0040395;C0034579;C0423899;C0441633;C1261259;C0040405;C4300092
ROCO_12887,C0772294;C0221198
ROCO_12888,C0027530
ROCO_12889,C0041618
ROCO_12890,C0772294;C1837463;C0376152;C1546708;C0221198;C0771936
ROCO_12891,C0817096
ROCO_12892,C1553386;C0412555;C0030797;C0441633;C0041618
ROCO_12893,C1696103
ROCO_12894,C1696103;C1837463;C0376152;C1546708
ROCO_12895,C1696103;C0006104;C2355627;C0018827
ROCO_12896,C1963113;C1552858;C0935598;C0015252;C0016658;C0007876;C0441633;C0728940
ROCO_12897,C0042449;C0687028;C0030274;C0027651;C1550227
ROCO_12898,C1837463;C0079595;C0376152;C0000726;C2985765;C1546708;C0231881
ROCO_12900,C0002978;C0018787;C0376152;C1546708;C1837463
ROCO_12904,C0013687;C0025066;C1546613
ROCO_12907,C0015726;C1709311;C0024947;C1696103;C0002978;C0423899;C0004454;C1261259
ROCO_12908,C0013687;C0043299;C1962945;C1548003;C1546613;C0018787;C1306645;C0817096
ROCO_12909,C1709311
ROCO_12910,C0412555
ROCO_12912,C1306645;C1962945;C1548003;C1561543;C0376495;C0043299;C0087111
ROCO_12913,C0240795;C0556030;C0231519
ROCO_12914,C0040395;C0011334;C0034579;C0030797;C0040405
ROCO_12915,C0013687;C0023884;C1546613
ROCO_12916,C1548003;C1962945;C0772294;C0043299;C1306645
ROCO_12917,C2242558;C1709311;C0003483;C0771936;C1551379;C1837463;C0374082;C1696103;C0376152;C0700185;C0333581;C1546708
ROCO_12918,C1696103;C0376152;C1546708;C1837463;C0771936
ROCO_12919,C1552858;C0231881;C0728940
ROCO_12920,C0015726;C1306645;C1962945;C1548003;C1261259;C0423899;C1837463;C0043299;C0376152;C1546708;C0262950;C0771936
ROCO_12921,C3891555;C4255126;C0002978;C1548816;C0018787
ROCO_12922,C1548003;C1962945;C0030797;C0043299;C1306645
ROCO_12924,C0013516;C1837463;C0018792;C0024109;C1546708;C0771936;C2707265;C0183129;C0376152
ROCO_12925,C0441633
ROCO_12926,C1696103;C1507248;C0772294;C1837463;C0023884;C0376152;C0009924;C1546708;C0221198;C0771936
ROCO_12927,C1837463;C0376152;C0040395;C0441633;C1546708
ROCO_12929,C1696103;C0687028;C1837463;C0376152;C1550227;C1546708
ROCO_12930,C0549207;C1561542;C0003842
ROCO_12931,C1507248;C0030797;C1837463;C0376152;C1546708;C0009924;C0022646;C0771936
ROCO_12932,C0042449
ROCO_12933,C0015726;C1261259;C0772294;C0423899;C3244072;C0221198
ROCO_12934,C0013516;C1261259;C0150312;C1837463;C1507248;C0423899;C1546708;C0771936;C0183129;C0015726;C0205400;C0005847;C0376152;C0009924
ROCO_12935,C0772294
ROCO_12936,C1306645;C0027530;C1962945;C1548003;C0030797;C1837463;C0043299;C0015811;C1546708;C0771936
ROCO_12937,C0015726;C0002978;C0003483;C1553386;C0423899;C1696103
ROCO_12940,C0015726;C0013516;C1261259;C0423899;C0183129;C0018792
ROCO_12941,C1963113;C0016658;C1837463;C0376152;C1546708
ROCO_12942,C0687028;C0027651;C1550227
ROCO_12943,C0027651;C0079595;C0376152;C2985765;C0231881;C1837463;C1546708
ROCO_12947,C0028778;C0412555;C0041618
ROCO_12948,C0751437
ROCO_12949,C0040395;C0034579;C0817096;C0441633;C0040405
ROCO_12950,C0027530;C1696103;C0751438
ROCO_12951,C0040395;C0034579;C4300092;C0441633;C0040405
ROCO_12952,C0040405;C0034579;C0040395;C4300092
ROCO_12955,C1696103;C1507248;C1837463;C0376152;C0009924;C0231881;C1546708;C0771936
ROCO_12958,C0700185
ROCO_12959,C0751437;C0040395;C0034579;C4300092;C0040405
ROCO_12960,C1696103;C1561543;C1837463;C0005847;C0376152;C1546708
ROCO_12961,C0087111;C0817096
ROCO_12964,C0751437;C0935598;C1552858;C1553386;C0015252;C0030797;C0007876;C0376152;C1546708;C0728940;C0771936;C1837463
ROCO_12966,C1696103;C1709311;C0772294;C0221198
ROCO_12967,C0015726;C1261259;C0423899
ROCO_12969,C0015726;C0751437;C0042449;C1696103;C0423899;C1261259;C0549207;C1561543;C0751438;C0376152;C1546708;C1837463
ROCO_12971,C0772294;C0221198
ROCO_12972,C0015726;C0231881;C1261259;C0423899
ROCO_12973,C1696103;C0027651;C2985765;C0796494
ROCO_12974,C2707265;C0024109
ROCO_12976,C0018827
ROCO_12977,C1963113;C0016658
ROCO_12978,C0015726;C0040395;C0700124;C1322279;C0034579;C0423899;C4300092;C0441633;C1261259;C0040405;C0022646
ROCO_12979,C1837463;C0015811;C1546708;C0771936;C0042449
ROCO_12980,C0006104
ROCO_12981,C4300092;C0002978;C0040395;C0935598;C0034579;C0549207;C0751438;C0040405
ROCO_12982,C2707265;C0013604
ROCO_12984,C0772294;C0221198;C0024947
ROCO_12985,C1306645;C1962945;C1548003;C0043299
ROCO_12986,C0015726;C1306645;C0027530;C1696103;C1548003;C1962945;C1261259;C0423899;C0043299
ROCO_12987,C0006104;C0003842
ROCO_12990,C1963113;C0016658;C1561542;C0035139;C0015811
ROCO_12992,C1963113;C0024947;C0016658;C0004454
ROCO_12994,C0015726;C2707265;C1261259;C0423899;C0018792;C0024109
ROCO_12997,C0006104;C0441633
ROCO_13000,C0935598;C0772294;C1696103;C0221198
ROCO_13001,C0043299;C1306645;C1548003
ROCO_13004,C0040395;C0034579;C1837463;C0376152;C1550227;C1546708;C0040405;C4300092
ROCO_13005,C0751437;C0221874;C0751438
ROCO_13008,C0015726;C0027530;C1261259;C0040395;C0034579;C0423899;C0040405
ROCO_13009,C0772294;C1837463;C0221198;C1507248;C1546708;C0771936;C0042449;C1696103;C0005847;C0376152;C2985765
ROCO_13010,C0376495;C0025066;C0087111;C0817096
ROCO_13011,C0015726;C1261259;C0423899;C1696103;C0376152;C1546708;C1837463
ROCO_13012,C0441633
ROCO_13013,C1306645;C1962945;C0043299;C1548003;C0150312
ROCO_13015,C1306645;C3244072;C1696103;C1548003;C1962945;C0043299
ROCO_13017,C0040395;C0011334;C0034579;C1837463;C0021853;C0376152;C0000726;C1546708;C0040405;C4300092
ROCO_13019,C0040395;C0441633;C0021853;C0607422
ROCO_13020,C0441633
ROCO_13022,C1696103
ROCO_13024,C0013687;C0228505;C0796494
ROCO_13027,C0040395;C0034579;C0771936;C1837463;C0817096;C0376152;C0796494;C1546708;C0040405;C4300092
ROCO_13029,C1551379;C0374082;C0018827;C0333581;C0040405;C4300092;C2242558;C0040395;C1837463;C0700185;C0034579;C2355627;C1546708;C0771936;C1553386;C0751438;C0376152;C0262950
ROCO_13030,C2242558;C0040395;C1696103;C0935598;C0040405;C0034579;C1551379;C0374082;C0700185;C0333581
ROCO_13031,C0015726;C1261259;C0423899;C0041618;C0000726
ROCO_13032,C0035139
ROCO_13033,C1306645;C1962945;C1548003;C1837463;C0043299;C0376152;C1550227;C1546708
ROCO_13034,C0817096;C0027530;C0935598;C0751438
ROCO_13035,C1837463;C0817096;C0376152;C0796494;C1546708
ROCO_13036,C1837463;C0771936;C0227665;C1546708;C0022646;C0003842
ROCO_13037,C0015726;C1261259;C0423899;C0751438;C0018787
ROCO_13040,C0751437;C0549207
ROCO_13041,C1696103;C0030797;C0231881
ROCO_13042,C0796494;C0817096
ROCO_13045,C0040395;C0034579;C0040405
ROCO_13047,C0043299;C1306645;C1548003
ROCO_13048,C1696103
ROCO_13050,C1306645;C1962945;C1548003;C1561543
ROCO_13052,C2707265;C0013604;C0024109
ROCO_13053,C0043299;C0817096;C1962945;C0013687;C0025066;C1548003;C0751437;C1546613;C1306645
ROCO_13054,C0227665;C0150312;C1837463;C0022646;C0013687;C0228505;C0441633;C0771936;C1546708;C1546613;C0376152
ROCO_13055,C0015726;C0423899;C1261259
ROCO_13057,C0015811
ROCO_13059,C0018827
ROCO_13062,C1696103;C0935598
ROCO_13065,C0027530
ROCO_13067,C1552858;C0728940;C0015252
ROCO_13069,C0013687;C0817096;C0024109;C1546613
ROCO_13070,C0006104
ROCO_13071,C1696103
ROCO_13072,C2242558;C0040395;C0040405;C0034579;C0030797;C1551379;C0374082;C0700185;C0333581;C4300092
ROCO_13074,C1552858;C0015252;C0007876;C0607422;C0728940
ROCO_13075,C0002978;C0000726
ROCO_13076,C1550227
ROCO_13078,C1696103;C0772294;C0041618;C0024109;C0221198
ROCO_13081,C0796494;C0772294;C0221198
ROCO_13082,C0376495;C0087111;C0817096
ROCO_13083,C0441633
ROCO_13084,C1963113;C0016658;C1561542
ROCO_13085,C0013687;C1546613;C0025066;C0817096;C0024109;C0150312
ROCO_13086,C0024947;C0002978;C0004454
ROCO_13087,C0043299;C1306645;C0817096
ROCO_13088,C0227665;C0441633;C0022646
ROCO_13090,C0935598;C0262950
ROCO_13091,C0772294;C1696103;C0221198;C0412555
ROCO_13092,C0025066;C0005847;C0817096
ROCO_13093,C0728940;C0002978;C0015252;C0005847;C0015811
ROCO_13094,C0751437;C0002978;C1837463;C0018787;C0376152;C1546708;C0771936
ROCO_13095,C0000726
ROCO_13096,C0016658
ROCO_13098,C0040395;C1561543;C0034579;C0817096;C0441633;C0040405;C4300092
ROCO_13100,C1561543;C1837463;C0035139;C0023884;C0376152;C2985765;C1546708
ROCO_13101,C0015726;C1552858;C1507248;C0423899;C1261259;C0015252;C0007876;C3244072;C1550227;C0009924;C0772294;C0728940;C0221198
ROCO_13102,C4300092;C0040395;C0034579;C1837463;C0376152;C0040405;C1546708
ROCO_13103,C0015726;C0002978;C0040395;C0034579;C0423899;C0751438;C1261259;C0040405
ROCO_13104,C0751437;C0003483;C1561542;C1837463;C0817096;C0376152;C0441633;C1546708
ROCO_13107,C0817096;C0027530
ROCO_13108,C0013516;C0183129
ROCO_13109,C1696103;C0772294;C0221198
ROCO_13110,C0015726;C3244072;C1261259;C0423899;C0376495;C0087111
ROCO_13112,C0751438
ROCO_13113,C0228505;C0041618;C0376152;C1546708;C1837463
ROCO_13114,C1551379;C0374082;C0333581;C2242558;C0700185;C1709311
ROCO_13117,C1561543;C0376495;C0087111
ROCO_13118,C0015726;C1306645;C1962945;C1548003;C1261259;C0423899;C0043299
ROCO_13119,C1507248;C0030274;C0005847;C0009924;C0003842
ROCO_13120,C0441633
ROCO_13123,C0015726;C0751437;C1696103;C1546708;C0423899;C1837463;C0231881;C1261259;C0771936
ROCO_13126,C1546708;C1837463;C2242558;C0227665;C1551379;C0374082;C0376152;C0000726;C0700185;C0441633;C0333581;C0022646;C0771936
ROCO_13127,C0002978
ROCO_13128,C0042449;C0027651;C0023884
ROCO_13131,C0015726;C1261259;C1696103;C0423899;C1837463;C1507248;C0376152;C0771936;C2985765;C0009924;C1546708;C0022646;C0003842
ROCO_13134,C1553386;C1696103
ROCO_13137,C1696103;C0549207;C0231881
ROCO_13139,C1561542;C0231881;C0935598;C0030797;C1696103
ROCO_13140,C0771936;C1837463;C1546708;C0003842
ROCO_13141,C2985765;C0025066;C0817096
ROCO_13143,C1306645;C1962945;C0043299
ROCO_13144,C1696103;C0935598;C0030797;C1837463;C0376152;C1546708
ROCO_13146,C0015726;C1306645;C1261259;C1962945;C0423899;C0043299;C0221198;C1548003;C0772294
ROCO_13148,C0772294;C0006104;C2985765
ROCO_13149,C0015726;C0728940;C1261259;C1552858;C0015252;C0423899;C1561542
ROCO_13150,C0079595;C0231881
ROCO_13151,C1709311;C1507248;C2985765;C1837463;C0376152;C0009924;C1546708;C0771936
ROCO_13154,C0015726;C1261259;C0423899;C0002978;C0005847
ROCO_13155,C0027530
ROCO_13156,C0751437;C0013516;C0183129
ROCO_13159,C0040395;C1696103;C0034579;C0040405;C4300092
ROCO_13160,C0015726;C0013516;C0751437;C1261259;C0423899;C0183129;C2355627;C0018792;C0018827
ROCO_13162,C0015726;C1553386;C1261259;C0423899
ROCO_13163,C0015726;C1261259;C4255126;C0002978;C0423899;C1548816;C3244072;C3891555
ROCO_13164,C0015726;C1261259;C0423899;C0006104;C0441633
ROCO_13166,C0935598;C0027530;C0412555
ROCO_13168,C0040395;C0040405;C0030274;C0034579;C0772294;C4300092;C0607422;C0221198
ROCO_13169,C0015726;C1261259;C0423899;C0018787;C0015811
ROCO_13170,C0015726;C0221874;C0423899;C0227665;C1261259;C0022646
ROCO_13171,C2242558;C0003483;C0040405;C0034579;C1551379;C0751438;C0374082;C0700185;C0040395;C0333581;C4300092
ROCO_13172,C1837463;C0376152;C1546708
ROCO_13176,C0772294;C0751438;C0376152;C1546708;C1837463;C0221198
ROCO_13180,C1696103;C0015811;C0262950
ROCO_13182,C1696103;C0013604;C0376152;C0262950
ROCO_13183,C0040395
ROCO_13185,C0015726;C0772294;C1261259;C0423899;C0025066;C0024109;C0221198
ROCO_13188,C1696103;C0005847;C0441633
ROCO_13189,C1696103;C0376495;C0087111
